smiles,inchikey,generation,reward,mtor_prob,qed,has_pains
c1cncc(-c2nc(N3C4CCC3COC4)nc(N3C4CC(C5CC5)C3COO4)n2)c1,WCEDKRKQKJXOKY-UHFFFAOYSA-N,4,1.13271043342498,0.9950379729270935,0.6883623024894324,False
c1cncc(-c2nc(NC3CS3)nc(N3C4COCC3C(C3CCOCC3)C4)n2)c1,BRHOARAYDNKYAP-UHFFFAOYSA-N,13,1.132287189043502,0.9873626232147217,0.7246228291439012,False
N=C1COCCN1C1CC1c1nc(CN2CCOCC2)nc(-c2cccnc2)n1,KZYPEMKLQTYKTF-UHFFFAOYSA-N,15,1.1322229236670394,0.9725996851921082,0.7981161923746555,False
OC1OCC2CC(C3CC3)C1N2c1nc(-c2cccnc2)nc(N2C3CC[SH]2COC3)n1,FMEKWVPUWKCIII-UHFFFAOYSA-N,6,1.1318564706941645,0.99846351146698,0.6669647961359221,False
O=C(O)C1C(=C2CC2)N2C(O)OCC1N2c1nc(O)nc(-c2cccnc2)n1,OZXLAQWBBMVIGL-UHFFFAOYSA-N,18,1.1316029206790812,0.9991798996925354,0.6621151049327292,False
FNc1nc(-c2cccnc2)nc(N2C3COCC2C(C2CCOCC2)C3)n1,MEZNRMNKNZGCIS-UHFFFAOYSA-N,9,1.131090765774253,0.9708508849143982,0.8011994042992745,False
FC1CC2COCC1N2c1nc(-c2cccnc2)nc(N2C3COCC2C(C2CC2)C3)n1,MEBSHSKVILXGGL-UHFFFAOYSA-N,2,1.1310012985574,0.9870734214782715,0.7196393853956427,False
Oc1nc(-c2ncnc(N3C4COCN3C(C3CC3)C4)n2)nc(N2C3COCN2C(=C2CC2)C3)n1,HLNNODYGHYMPES-UHFFFAOYSA-N,19,1.130359134178401,0.997116208076477,0.666214630509619,False
NC(=O)CC1CC2COCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,SLLCOLSJWYGNLT-UHFFFAOYSA-N,8,1.1302744816025627,0.9957243204116821,0.6727508059544031,False
OCC1CC2C(O)SCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,ZRKTVBZTNBBRRT-UHFFFAOYSA-N,8,1.1295681886094022,0.9957925081253052,0.6688784024204857,False
OC(=S)C1CC2COCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,TVGGRXUSJMHRFH-UHFFFAOYSA-N,6,1.129177572416012,0.9949434399604797,0.6711706622776613,False
c1cncc(-c2nc(N3C4COCC3C(C3CC3)C4)nc(N3C4COCC3C(C3CC3)C4)n2)c1,SDSGMGAZKDGBOX-UHFFFAOYSA-N,7,1.1289526127996425,0.994105339050293,0.6742363687467476,False
COCc1nc(-c2cccnc2)nc(N2C3COCC2C(C2CC2)C3)n1,GGNNEETXVGWIMZ-UHFFFAOYSA-N,6,1.127937347819479,0.965008020401001,0.81464663709239,False
NC(=O)C1CC1=C1SC2COCN1N2c1nc(-c2cccnc2)nc(N2C3CCCN2C(=C2CC2)C3)n1,YRADVKURXRXKMT-UHFFFAOYSA-N,18,1.127801918528803,0.9989809393882751,0.6441048957026394,False
O=COc1nc(-c2cccnc2)nc(N2C3COCN2C(=C2CC2)C3)n1,MLNBWACLPWVFCE-UHFFFAOYSA-N,16,1.1271711448250485,0.9762389063835144,0.7546611922076711,False
NC(=O)C1OCC2CCC1N2c1nc(-c2cccnc2)nc(N2C3CC(C4CC4)C2COO3)n1,OWZYCFZOZRSBKK-UHFFFAOYSA-N,7,1.1266112856895023,0.9986636638641357,0.639738109126833,False
NCC12COCC(C(O)C1C1CC1)N2c1nc(-c2cccnc2)nc(N2C3CCC2COC3)n1,TZFYIGUMPKRQRW-UHFFFAOYSA-N,6,1.1255574625156373,0.9957544803619385,0.6490149107684939,False
FC1(C2CC2)CC2COCC1N2c1nc(-c2cccnc2)nc(C2C3COCC2C(C2CC2)C3)n1,GMPDBOMZXXGPLQ-UHFFFAOYSA-N,5,1.125532013893988,0.9958353042602539,0.6484835481686702,False
Oc1nc(-c2cccnc2)nc(N2C3COC(Cl)C2CC3=C2CC2)n1,PKGPJTWRIFVHML-UHFFFAOYSA-N,9,1.1255082804043852,0.9952059388160706,0.6515117079415729,False
NC(=O)C1OCCN(C2CC2c2nc(-c3cccnc3)nc(N3C4CCC3CSC4)n2)C1N,XJEQHHHEQMYUSF-UHFFFAOYSA-N,13,1.125160526162584,0.9987425208091736,0.6320900267670528,False
c1cncc(-c2nc(C3CC3N3CCOCC3)nc(C3CC3N3CCOCC3)n2)c1,NGBYUXCSSCTMOG-UHFFFAOYSA-N,9,1.1250441737105092,0.9784268140792847,0.733086798156123,False
O=C(O)C1CC2COCC1N2c1nc(-c2cncc(C3CC3)c2)nc(C2CC2N2CCOCC2)n1,LDDXIGSEFSAGFB-UHFFFAOYSA-N,6,1.125044141376294,0.9935123324394226,0.6576590446843562,False
Oc1ccncc1-c1ncnc(N2C3COCN2C(=C2CC2)C3)n1,FJVGNXZTJDHUEE-UHFFFAOYSA-N,19,1.125013060115774,0.9473298788070679,0.8884159065435304,False
CC1CC1=C1CC2CCCN1N2c1nc(-c2cccnc2)nc(N2C3COCN2C(=C2CC2C(N)=O)S3)n1,FWJYFIIFCBLNSX-UHFFFAOYSA-N,19,1.1249196851217265,0.9994392991065979,0.6274019300756424,False
Oc1nc(-c2cccnc2)nc(N2C3COSN2C(=C2CC2)C3)n1,HZLGGVMXSLSOIA-UHFFFAOYSA-N,18,1.1247774887590307,0.9946485161781311,0.6506448629044982,False
NCC12CCC(COC1)N2c1nc(-c2cccnc2)nc(N2C3COCC2C(C2CC2N)C3)n1,BZRNIXXFNPTXTK-UHFFFAOYSA-N,8,1.1245282849778515,0.9949514865875244,0.6478839919516355,False
COc1nc(O)nc(N2C3COCN2C(=C2CC2)C3)n1,KTIVTDYPIXLVEH-UHFFFAOYSA-N,18,1.1239037291815177,0.9574632048606873,0.8322026216041521,False
c1cncc(-c2ncnc(C3CC3N3C4COCN3C(=C3CC3)C4)n2)c1,KFAKYLDMINBIKW-UHFFFAOYSA-N,15,1.123441336320251,0.955154299736023,0.8414351829211392,False
Oc1nc(-c2cccnc2)nc(N2C3CC(=C4CC4)C2COS3)n1,NUODDMKVKYLSLK-UHFFFAOYSA-N,11,1.1234321830840595,0.9918434023857117,0.6579439034917391,False
CC1CC2CSCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOC(N3CCOCC3)C2N)n1,VLRBCLINLHUNCN-UHFFFAOYSA-N,12,1.122235414739047,0.999553382396698,0.6134101617117447,False
OC(C1CCOCC1)C1CC2COCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,AUHSGLRXXOKRBK-UHFFFAOYSA-N,7,1.1222287327342033,0.998812198638916,0.6170826704764371,False
Oc1nc(-c2cccnc2)nc(-c2nc(O)nc(N3C4COCN3C(C3CC3)C4)n2)n1,JSXWPEJYSAEQAZ-UHFFFAOYSA-N,18,1.1222284910567317,0.999686598777771,0.6127094613948034,False
NC(=O)c1cncc(-c2nc(O)nc(-c3cccnc3)n2)c1,TWIUYNFZKLXECT-UHFFFAOYSA-N,9,1.122224694649076,0.9760951995849609,0.730647475320575,False
OCC12COCC(CC1C1CC1)N2c1nc(-c2cccnc2)nc(N2C3CCC2SOC3)n1,ZXJMXGOHCNPAEU-UHFFFAOYSA-N,6,1.1221079060978507,0.9904316067695618,0.6583814966414446,False
NC(=O)C1CC2COCC1N2c1nc(-c2cccnc2)nc(C2CC2c2cccnc2)n1,VFBRZNPSQNWICJ-UHFFFAOYSA-N,13,1.1218228316116594,0.9917373061180115,0.6504276274682396,False
FC1(C2CC2)CC2COCC1N2c1nc(-c2cccnc2)nc(N2C3COCC2C(C2CC2)C3)n1,JNWMMRLAAFREGJ-UHFFFAOYSA-N,4,1.1215423517988103,0.9916871190071106,0.6492761639584983,False
NC(O)C12COCC(CC1C1CC1)N2c1nc(-c2cccnc2)nc(N2C3CCC2COC3)n1,DJCIYWQSGVKMSG-UHFFFAOYSA-N,3,1.1214722876428553,0.9980394244194031,0.6171643161172611,False
Oc1nc(-c2cccnc2)nc(-c2cnccc2C2CCOCC2)n1,OJZJJHIHEIGBMP-UHFFFAOYSA-N,19,1.1213612070333812,0.9641841053962708,0.7858855081855523,False
NC(=O)C12CCC(COC1)N2c1nc(-c2cccnc2)nc(N2C3COCC2C(C2CC2N)C3)n1,MONLVYRQBGIYKZ-UHFFFAOYSA-N,7,1.1202492616889417,0.9989566802978516,0.6064629069554507,False
Cc1ncccc1-c1nc(N2C3COCC2C(C2CC2)C3)nc(N2C3CONC2C(C2CC2)C3)n1,MWSUJDQRBPZGNS-UHFFFAOYSA-N,7,1.1201559797331453,0.9799332618713379,0.701113589309037,False
FC1C(=C2CC2)C2COCC1N2c1nc(-c2cccnc2)nc(N2C3COCC2C(=C2CC2)C3)n1,CVCSODWSSNVNDB-UHFFFAOYSA-N,13,1.120153554226467,0.9943941831588745,0.6287968553379624,False
NC(=O)C12COCC(C(O)C1C1CC1)N2c1nc(-c2cccnc2)nc(N2C3CCC2COC3)n1,WLABFRVLWKXBCU-UHFFFAOYSA-N,4,1.1198520499967575,0.9982343912124634,0.6080882939214707,False
NC(=O)C1OCC2C(C3CC3)CC1N2c1nc(-c2cccnc2)nc(N2C3COCC2C(F)(C2CC2)C3)n1,GVPZDHMVMUKHEQ-UHFFFAOYSA-N,5,1.1195674865064182,0.9980400204658508,0.6076373302028368,False
Nc1nc(-c2ccccc2)nc(N2C3COCC2C(C2CCOCC2)C3)n1,XCBNFDRBCIUEST-UHFFFAOYSA-N,6,1.119515365264939,0.941668689250946,0.8892333800699647,False
c1cncc(-c2nc(N3C4CCC3COC4)nc(N3C4COCC3C(C3CC3C3CCOCC3)C4)n2)c1,KRQGIOSEDLVRCX-UHFFFAOYSA-N,9,1.119260244896682,0.997259259223938,0.6100049283637194,False
OC1CC2COCC1N2c1nc(-c2cccnc2)nc(N2C3COCC2C(C2CC2N2CCOCC2)C3)n1,LDYPLPIBZYCQNB-UHFFFAOYSA-N,9,1.1188446387187005,0.9994437098503113,0.5970046443419467,False
c1ncc(C2CC2)cc1-c1nc(C2CC2N2CCOCC2)nc(N2C3CCC2COC3)n1,BDGYUPHIRIXVBY-UHFFFAOYSA-N,8,1.1184569022851252,0.9764551520347595,0.7100087512518284,False
c1cncc(-c2nc(C3CC3N3CCOCC3)nc(N3C4CCC3(NN3CCOCC3)COC4)n2)c1,VVYFIWDTMJICNY-UHFFFAOYSA-N,9,1.117955310227768,0.995419979095459,0.6126766556615453,False
c1cncc(-c2nc(N3C4CCC3COC4)nc(N3C4COCC3C(C3CC3N3CCOCC3)C4)n2)c1,XGTVQXWZLWAUCK-UHFFFAOYSA-N,2,1.1178529204622156,0.9984102249145508,0.5972134777383239,False
O=CC12COCC(CC1C1CC1)N2c1nc(-c2cccnc2)nc(N2C3CCC2COC3)n1,ZVZMUTKAIIQYDL-UHFFFAOYSA-N,5,1.1177693805461402,0.9906519651412964,0.6355870770242187,False
O=C(O)C1COCCC1C1CC2COCC1N2c1nc(-c2cccnc2)nc(N2C3COCN2C(=C2CC2)C3)n1,MULRADRRLVCIDF-UHFFFAOYSA-N,12,1.1174913283635037,0.9996914863586426,0.5889992100243056,False
Cc1cncc(-c2nc(-c3cccnc3)nc(N3C4COCC3C(=C3CC3)C4)n2)c1,RFYBIARRNDGRJR-UHFFFAOYSA-N,10,1.1174320077349833,0.992207944393158,0.6261203167091273,False
Oc1nc(-c2cccnc2)nc(N2C3COCC2(F)CC3=C2CC2)n1,MKOPJMXLYGUZIU-UHFFFAOYSA-N,10,1.1168949571760514,0.9847983717918396,0.6604829269210593,False
Cc1nc(-c2ccc(N3CCOCC3)nc2)nc(N2C3COCC2C(c2cccnc2)C3)n1,LEHONUXPOPDQLU-UHFFFAOYSA-N,11,1.116581184882106,0.99665367603302,0.5996375442454295,False
O=C(O)C1(N2CCOCC2)CC1c1nc(-c2cccnc2)nc(N2C3CSCC2C(CO)C3)n1,LSLBQFMIOJRKMY-UHFFFAOYSA-N,9,1.1155900963482208,0.9942102432250977,0.6068992656156156,False
Cc1ncccc1-c1nc(-c2cccnc2)nc(N2N3COCC2(C)CC3=C2CC2)n1,AZFOKCGRFDKCDK-UHFFFAOYSA-N,17,1.1154666149387311,0.9864230751991272,0.6452176986980196,False
NC1CC1C1CC2(C3CCOCC3)COCC1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,KUTVJFIUKDDNCU-UHFFFAOYSA-N,6,1.1149845991508232,0.996878981590271,0.5905280878027611,False
Oc1nc(-c2ccc(F)nc2)nc(N2C3COCC2C(=C2CC2)C3)n1,FRXJAJNFSMCLFI-UHFFFAOYSA-N,10,1.114865072491107,0.9830746054649353,0.6589523351308575,False
c1cncc(-c2nc(C3CC3c3cccnc3)nc(N3C4CCC3COC4)n2)c1,XIBXRGPVAKNTJQ-UHFFFAOYSA-N,12,1.1144385478739516,0.9780172109603882,0.6821066845678166,False
O=C(O)C1CC2COC(C(=O)O)C1N2c1nc(-c2cccnc2)nc(C2CC2N2CCOCC2)n1,KHICYQJPIKIBJY-UHFFFAOYSA-N,6,1.1143570296305572,0.9982241988182068,0.5806641540617515,False
NC(=O)C12COCC(C(O)C1C1CC1)N2c1nc(-c2cccnc2)nc(N2C3COCC2C(F)C3)n1,ZTVOBJIBFQDKQH-UHFFFAOYSA-N,5,1.114017059529171,0.9972977042198181,0.5835967765467639,False
Oc1cncc(C2CC3COCC2N3c2nc(-c3cccnc3)nc(C3CC3N3CCOCC3)n2)c1,VIZTUJUKTFKYOF-UHFFFAOYSA-N,7,1.1139129357103867,0.9991801381111145,0.573663987996361,False
O=C(O)C1CN(C2CC2c2nc(-c3cccnc3)nc(N3C4COCC3C(CO)C4)n2)CCO1,SKZWLNQZFMBDMZ-UHFFFAOYSA-N,7,1.1138922309846913,0.9938249588012695,0.6003363609171091,False
NCC12COCC(CC1C1CC1)N2c1nc(-c2cccnc2)nc(N2C3COCC2C(C(=O)O)C3)n1,MBSQQPDBGGPCLP-UHFFFAOYSA-N,6,1.1136201586263774,0.9947973489761353,0.5941140482512107,False
FC12CCC(CSC1)N2c1nc(-c2cccnc2)nc(C2CC2N2C3COCN2C(=C2CC2)C3)n1,JMSKUMVHCPRQAL-UHFFFAOYSA-N,13,1.1134641929071643,0.994390070438385,0.5953706123438961,False
NC1COCCN1C1CC1c1nc(-c2cccnc2)nc(-c2cncc(C3CCOCC3)c2)n1,MVZWUJZVNADYPV-UHFFFAOYSA-N,9,1.1129185120611698,0.990064799785614,0.6142685613777783,False
CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,HRGYHCLHXQJDHS-UHFFFAOYSA-N,3,1.1122925560429957,0.9989916682243347,0.5665044390933052,False
